possessor,possessed,gender,tier,is_dialogue,example
her,feeling,female,pronoun,False,"Mrs. Bennet could not give her consent, or speak her approbation in terms warm enough to satisfy her feelings, though she talked to Bingley of nothing"
his,voice,male,pronoun,False,"Mrs. Bennet could not give her consent, or speak her approbation in terms warm enough to satisfy her feelings, though she talked to Bingley of nothing"
his,lip,male,pronoun,False,"Not a word, however, passed his lips in allusion to it, till their visitor took his leave for the night; but as soon as he was gone, he turned to his "
his,leave,male,pronoun,False,"Not a word, however, passed his lips in allusion to it, till their visitor took his leave for the night; but as soon as he was gone, he turned to his "
his,daughter,male,pronoun,False,"Not a word, however, passed his lips in allusion to it, till their visitor took his leave for the night; but as soon as he was gone, he turned to his "
his,goodness,male,pronoun,False,"Jane went to him instantly, kissed him, and thanked him for his goodness."
his,wife,male,pronoun,False,"My dear Mr. Bennet,” cried his wife, “what are you talking of?"
her,daughter,female,pronoun,False,"Then addressing her daughter, “Oh, my dear, dear Jane, I am so happy!"
her,child,female,pronoun,False,Jane was beyond competition her favourite child.
her,sister,female,pronoun,False,Her younger sisters soon began to make interest with her for objects of happiness which she might in future be able to dispense.
her,sister,female,pronoun,False,Elizabeth had now but little time for conversation with her sister; for while he was present Jane had no attention to bestow on anyone else: but she f
his,sister,male,pronoun,True,“It must have been his sisters’ doing.
sister,doing,female,role_noun,True,“It must have been his sisters’ doing.
his,acquaintance,male,pronoun,True,"They were certainly no friends to his acquaintance with me, which I cannot wonder at, since he might have chosen so much more advantageously in many r"
bingley,regard,female,name,True,"It would vex me, indeed, to see you again the dupe of Miss Bingley’s pretended regard.”"
his,modesty,male,pronoun,True,"“He made a little mistake, to be sure; but it is to the credit of his modesty.”"
his,diffidence,male,pronoun,False,"This naturally introduced a panegyric from Jane on his diffidence, and the little value he put on his own good qualities."
his,quality,male,pronoun,False,"This naturally introduced a panegyric from Jane on his diffidence, and the little value he put on his own good qualities."
his,friend,male,pronoun,False,"Elizabeth was pleased to find that he had not betrayed the interference of his friend; for, though Jane had the most generous and forgiving heart in t"
her,neighbour,female,pronoun,False,"Mrs. Bennet was privileged to whisper it to Mrs. Philips, and she ventured, without any permission, to do the same by all her neighbours in Meryton."
bingley,engagement,male,name,False,"[Illustration] One morning, about a week after Bingley’s engagement with Jane had been formed, as he and the females of the family were sitting togeth"
elizabeth,salutation,female,name,False,"She entered the room with an air more than usually ungracious, made no other reply to Elizabeth’s salutation than a slight inclination of the head, an"
her,name,female,pronoun,False,"Elizabeth had mentioned her name to her mother on her Ladyship’s entrance, though no request of introduction had been made."
her,mother,female,pronoun,False,"Elizabeth had mentioned her name to her mother on her Ladyship’s entrance, though no request of introduction had been made."
her,ladyship,female,pronoun,False,"Elizabeth had mentioned her name to her mother on her Ladyship’s entrance, though no request of introduction had been made."
her,calling,female,pronoun,False,"Elizabeth now expected that she would produce a letter for her from Charlotte, as it seemed the only probable motive for her calling."
her,ladyship,female,pronoun,False,"Mrs. Bennet, with great civility, begged her Ladyship to take some refreshment: but Lady Catherine very resolutely, and not very politely, declined ea"
her,mother,female,pronoun,False,"“Go, my dear,” cried her mother, “and show her Ladyship about the different walks."
her,ladyship,female,pronoun,True,"“Go, my dear,” cried her mother, “and show her Ladyship about the different walks."
her,room,female,pronoun,False,"Elizabeth obeyed; and, running into her own room for her parasol, attended her noble guest downstairs."
her,parasol,female,pronoun,False,"Elizabeth obeyed; and, running into her own room for her parasol, attended her noble guest downstairs."
her,guest,female,pronoun,False,"Elizabeth obeyed; and, running into her own room for her parasol, attended her noble guest downstairs."
her,carriage,female,pronoun,False,"Her carriage remained at the door, and Elizabeth saw that her waiting-woman was in it."
her,woman,female,pronoun,False,"Her carriage remained at the door, and Elizabeth saw that her waiting-woman was in it."
her,nephew,female,pronoun,True,"_]] “How could I ever think her like her nephew?” said she, as she looked in her face."
her,face,female,pronoun,False,"_]] “How could I ever think her like her nephew?” said she, as she looked in her face."
her,ladyship,female,pronoun,False,"“Miss Bennet,” replied her Ladyship, in an angry tone, “you ought to know that I am not to be trifled with."
his,reason,male,pronoun,True,"“It ought to be so; it must be so, while he retains the use of his reason."
his,family,male,pronoun,True,"But _your_ arts and allurements may, in a moment of infatuation, have made him forget what he owes to himself and to all his family."
his,concern,male,pronoun,True,"I am almost the nearest relation he has in the world, and am entitled to know all his dearest concerns.”"
his,mother,male,pronoun,True,"It was the favourite wish of _his_ mother, as well as of hers."
his,friend,male,pronoun,True,Do you pay no regard to the wishes of his friends--to his tacit engagement with Miss de Bourgh?
his,engagement,male,pronoun,True,Do you pay no regard to the wishes of his friends--to his tacit engagement with Miss de Bourgh?
